"Latest: Time (s)","Latest: Dissolved Oxygen  (mg/L)","Latest: Salinity (ppt)","Latest: Temperature (°C)","Latest: Pressure (atm)","Latest: Sin","Latest: Square","Latest: Triangle","Latest: PWM: F=1, C=0","Latest: delta(PWM)","Latest: run #","Latest: note","Latest: DO slope (mg O2/L/sec)","Latest: respir vol (L)","Latest: fish vol (L)","Latest: fish weight (kg)","Latest: VO2 (mgO2/kg/hr)","Latest: AvgDO (mg/L)","Latest: DOcor (mg/L)"
511,6.82404333944,0.23381481322,23.8434808657,1.00105509982,-0.62932039105,-1,0.785202863962,0,,,,,,,,,6.82444586329,6.81370642325
512,6.82355494383,0.218591478136,23.8476628279,1.00102820116,-0.635115769842,-1,0.782816229117,0,,,,,,,,,6.82326631932,6.81322686692
513,6.82393480708,0.21742045236,23.8451071881,1.00113579579,-0.640875613985,-1,0.780429594272,0,,,,,,,,,6.82198659165,6.81200046091
514,6.82366347619,0.228154855304,23.8448748566,1.00113579579,-0.646599601216,-1,0.778042959427,0,,,,,,,,,6.82021250505,6.80973329873
515,6.82306654823,0.218591478136,23.845804182,1.0013778837,-0.652287411278,-1,0.775656324582,0,,,,,,,,,6.81824043635,6.8082006468
516,6.81801979365,0.220348016799,23.844642525,1.00051712668,-0.65793872594,-1,0.773269689737,0,,,,,,,,,6.8156469901,6.80552631123
517,6.81281024054,0.214492887921,23.8490568083,1.00059782265,-0.66355322901,-1,0.770883054893,0,,,,,,,,,6.81281202953,6.80296106495
518,6.81308157143,0.220933529687,23.846268844,0.999844660256,-0.669130606359,-1,0.768496420048,0,,,,,,,,,6.80966876551,6.79952149198
519,6.80667816239,0.219567332949,23.8434808657,1.00011364683,-0.674670545932,-1,0.766109785203,0,,,,,,,,,6.80597150941,6.79588647598
520,6.80098021368,0.241816822688,23.8478951582,0.999952254884,-0.680172737771,-1,0.763723150358,0,,,,,,,,,6.80190154604,6.79079544843
521,6.79587919292,0.234205155146,23.8467335057,1.0001943428,-0.685636874028,-1,0.761336515513,0,,,,,,,,,6.79786855523,6.78711181847
522,6.79484813553,0.206881220379,23.8504507851,0.999871558913,-0.691062648987,-1,0.758949880668,0,,,,,,,,,6.79363758232,6.78413643627
523,6.79088670452,0.232838958407,23.8430162013,0.999871558913,-0.696449759075,-1,0.756563245823,0,,,,,,,,,6.78954734368,6.7788526362
524,6.78475462637,0.222299726426,23.8439455297,1.00051712668,-0.701797902884,-1,0.754176610979,0,,,,,,,,,6.78487508536,6.77466463503
525,6.77965360562,0.246500925791,23.8437131978,1.00105509982,-0.707106781187,-1,0.751789976134,0,,,,,,,,,6.78036801091,6.76904592758
526,6.77949080708,0.235376180921,23.8441778616,1.00078611325,-0.712376096951,-1,0.749403341289,0,,,,,,,,,6.77586630344,6.76505528377
527,6.77048262149,0.222690068351,23.8469658364,1.00059782265,-0.717605555361,-1,0.747016706444,0,,,,,,,,,6.77148088064,6.7612530597
528,6.76847477289,0.22112870065,23.8411575396,1.0017544649,-0.722794863827,-1,0.744630071599,0,,,,,,,,,6.76691834734,6.75676117165
529,6.75995498291,0.223861094127,23.8437131978,1.00159307295,-0.72794373201,-1,0.742243436754,0,,,,,,,,,6.76223535506,6.75195314637
530,6.75653621368,0.231472761669,23.8427838689,1.00086680922,-0.73305187183,-1,0.739856801909,0,,,,,,,,,6.75770383101,6.74707183074
531,6.75121812821,0.233619642258,23.8432485335,1.00057092399,-0.738118997487,-1,0.737470167064,0,,,,,,,,,6.75351758297,6.74278706235
532,6.74986147375,0.23674237766,23.8406928732,1.00135098504,-0.743144825477,-1,0.73508353222,0,,,,,,,,,6.74905642605,6.73818197099
533,6.74552017949,0.22932588108,23.8388342037,1.00124339042,-0.748129074606,-1,0.732696897375,0,,,,,,,,,6.74520829805,6.73467415628
534,6.73982223077,0.218005965248,23.8441778616,1.00094750519,-0.753071466004,-1,0.73031026253,0,,,,,,,,,6.74128861025,6.73127541873
535,6.73520960562,0.240060284024,23.8504507851,1.00094750519,-0.757971723145,-1,0.727923627685,0,,,,,,,,,6.73793782282,6.72691290806
536,6.73504680708,0.227764513379,23.8411575396,1.00108199847,-0.762829571862,-1,0.72553699284,0,,,,,,,,,6.73491799945,6.72445601884
537,6.72869766422,0.234595497071,23.8453395195,1.00078611325,-0.767644740358,-1,0.723150357995,0,,,,,,,,,6.73232336053,6.72154842449
538,6.72907752747,0.23752306151,23.8469658364,1.00049022802,-0.772416959225,-1,0.72076372315,0,,,,,,,,,6.72997381391,6.71906473584
539,6.72489903175,0.229716223005,23.838137201,1.0013778837,-0.777145961457,-1,0.718377088305,0,,,,,,,,,6.72763321227,6.7170810071
540,6.72413930525,0.226203145678,23.8374401974,1.0001943428,-0.781831482468,-1,0.715990453461,0,,,,,,,,,6.72579710718,6.71540614721
541,6.72403077289,0.208637759042,23.8467335057,1.00022124145,-0.786473260103,-1,0.713603818616,0,,,,,,,,,6.72431343409,6.71473097442
542,6.72430210379,0.219567332949,23.8427838689,1.00062472131,-0.791071034656,-1,0.711217183771,0,,,,,,,,,6.7229090731,6.71282391264
543,6.72386797436,0.236547206697,23.8434808657,1.00086680922,-0.795624548882,-1,0.708830548926,0,,,,,,,,,6.72191439194,6.71104944926
544,6.71779016239,0.212736349257,23.8390665377,1.00135098504,-0.800133548011,-1,0.706443914081,0,,,,,,,,,6.72084338033,6.7110713239
545,6.71844135653,0.226007974715,23.8404605398,1.00108199847,-0.804597779767,-1,0.704057279236,0,,,,,,,,,6.72016535127,6.70978392354
546,6.718278558,0.231667932631,23.8434808657,1.00070541728,-0.809016994375,-1,0.701670644391,0,,,,,,,,,6.71961374451,6.70897291369
547,6.71844135653,0.220348016799,23.8406928732,1.00075921459,-0.813390944582,-1,0.699284009547,0,,,,,,,,,6.71910030298,6.70897890169
548,6.71854988889,0.237913403435,23.8441778616,1.00075921459,-0.817719385664,-1,0.696897374702,0,,,,,,,,,6.71862204502,6.70769448865
549,6.71779016239,0.2412313098,23.8413898726,1.00070541728,-0.822002075448,-1,0.694510739857,0,,,,,,,,,6.71863218265,6.70755167388
550,6.71838709035,0.210979810594,23.846268844,1.00030193742,-0.826238774316,-1,0.692124105012,0,,,,,,,,,6.71914502785,6.70945491947
551,6.71860415507,0.236156864772,23.8418545385,1.00040953205,-0.830429245226,-1,0.689737470167,0,,,,,,,,,6.71999539676,6.70914806422
552,6.71806149328,0.23752306151,23.8411575396,1.00073231593,-0.834573253721,-1,0.687350835322,0,,,,,,,,,6.72093879339,6.71002857026
553,6.71795296093,0.22854519723,23.8437131978,1.00073231593,-0.838670567945,-1,0.684964200477,0,,,,,,,,,6.7220229243,6.71152556913
554,6.72413930525,0.21663976851,23.838137201,1.00105509982,-0.842720958654,-1,0.682577565632,0,,,,,,,,,6.72361035909,6.7136588317
555,6.72462770085,0.219567332949,23.8360461875,1.00105509982,-0.846724199228,-1,0.680190930788,0,,,,,,,,,6.72534806946,6.71526168071
556,6.72934885836,0.227764513379,23.845804182,1.00054402534,-0.850680065687,-1,0.677804295943,0,,,,,,,,,6.7270720642,6.71661096205
557,6.72886046276,0.22932588108,23.8409252064,1.00049022802,-0.854588336701,-1,0.675417661098,0,,,,,,,,,6.72876564603,6.71823190238
558,6.72929459219,0.244744387127,23.8413898726,1.00057092399,-0.858448793602,-1,0.673031026253,0,,,,,,,,,6.7304431269,6.7192012515
559,6.73504680708,0.221519042575,23.8369755278,1.00116269444,-0.862261220398,-1,0.670644391408,0,,,,,,,,,6.73202042406,6.72184454948
560,6.73580653358,0.231082419744,23.8383695353,1.0010013025,-0.866025403784,-1,0.668257756563,0,,,,,,,,,6.73314033486,6.72252541689
561,6.73537240415,0.224446607014,23.8369755278,1.00110889713,-0.869741133156,-1,0.665871121718,0,,,,,,,,,6.73405749291,6.72374713541
562,6.73591506593,0.218981820061,23.838137201,1.00070541728,-0.873408200617,-1,0.663484486874,0,,,,,,,,,6.73464249424,6.72458338277
563,6.7357522674,0.216054255622,23.8369755278,1.00124339042,-0.877026400997,-1,0.661097852029,0,,,,,,,,,6.73480350378,6.72487866399
564,6.73493827473,0.221519042575,23.8339551661,1.00145857967,-0.880595531857,-1,0.658711217184,0,,,,,,,,,6.73448565902,6.72430922877
565,6.73602359829,0.21663976851,23.8362785228,1.00135098504,-0.884115393505,-1,0.656324582339,0,,,,,,,,,6.7335953359,6.72364347413
566,6.73526387179,0.231667932631,23.8365108579,1.00135098504,-0.887585789005,-1,0.653937947494,0,,,,,,,,,6.73256010419,6.72191793274
567,6.73596933211,0.232058274557,23.8409252064,1.00054402534,-0.891006524188,-1,0.651551312649,0,,,,,,,,,6.73138413821,6.72072488613
568,6.73021711722,0.21663976851,23.8346521742,1.00116269444,-0.894377407666,-1,0.649164677804,0,,,,,,,,,6.73005252969,6.7201003753
569,6.72538742735,0.215273571771,23.8406928732,1.00051712668,-0.897698250838,-1,0.646778042959,0,,,,,,,,,6.7287423891,6.71885407588
570,6.72403077289,0.232643787445,23.8386018695,1.0010013025,-0.900968867902,-1,0.644391408115,0,,,,,,,,,6.72743940449,6.71675280898
571,6.72462770085,0.234790668033,23.8320964737,1.0010013025,-0.904189075869,-1,0.64200477327,0,,,,,,,,,6.72594022677,6.7151537448
572,6.72381370818,0.240060284024,23.8339551661,1.00083991056,-0.907358694568,-1,0.639618138425,0,,,,,,,,,6.72451320518,6.71348500323
573,6.72403077289,0.245525070978,23.8365108579,1.00097440385,-0.910477546659,-1,0.63723150358,0,,,,,,,,,6.7235048084,6.7122260791
574,6.72430210379,0.21663976851,23.8420868712,1.00062472131,-0.913545457643,-1,0.634844868735,0,,,,,,,,,6.72289833913,6.71294752213
575,6.72218572283,0.221519042575,23.8358138522,1.00089370788,-0.91656225587,-1,0.63245823389,0,,,,,,,,,6.72239801689,6.71222192861
576,6.71860415507,0.246500925791,23.8332581572,1.00135098504,-0.919527772551,-1,0.630071599045,0,,,,,,,,,6.72181718989,6.71049296664
577,6.71817002564,0.229130710117,23.83488451,1.00132408639,-0.922441841767,-1,0.6276849642,0,,,,,,,,,6.72130971167,6.71078378359
578,6.72413930525,0.239865113062,23.8358138522,1.00183516087,-0.925304300474,-1,0.625298329356,0,,,,,,,,,6.72092149978,6.70990263414
579,6.72343384493,0.221323871613,23.8351168457,1.0015661743,-0.928114988519,-1,0.622911694511,0,,,,,,,,,6.72047007674,6.71030282605
580,6.72017787424,0.238694087286,23.8346521742,1.00221174206,-0.930873748644,-1,0.620525059666,0,,,,,,,,,6.71958631326,6.70862101162
581,6.71762736386,0.234009984183,23.8379048665,1.00180826221,-0.933580426497,-1,0.618138424821,0,,,,,,,,,6.71876099029,6.70801150249
582,6.71849562271,0.215078400809,23.8360461875,1.00250762729,-0.93623487064,-1,0.615751789976,0,,,,,,,,,6.71811754846,6.70823737032
583,6.71849562271,0.243768532314,23.8355815168,1.00180826221,-0.938836932556,-1,0.613365155131,0,,,,,,,,,6.71706502313,6.70586679612
584,6.71871268742,0.226593487603,23.8432485335,1.00148547833,-0.941386466661,-1,0.610978520286,0,,,,,,,,,6.71556823074,6.70516043255
585,6.71306900488,0.232643787445,23.8355815168,1.00116269444,-0.943883330308,-1,0.608591885442,0,,,,,,,,,6.71408575031,6.70339857129
586,6.71268914164,0.231277590706,23.8430162013,1.00089370788,-0.946327383799,-1,0.606205250597,0,,,,,,,,,6.7124339117,6.70181092062
587,6.7125263431,0.223861094127,23.8402282064,1.00078611325,-0.948718490389,-1,0.603818615752,0,,,,,,,,,6.71128418432,6.701001328
588,6.70693692674,0.21663976851,23.8386018695,1.00078611325,-0.951056516295,-1,0.601431980907,0,,,,,,,,,6.71005812649,6.70010668268
589,6.70715399145,0.225227290865,23.8390665377,1.00102820116,-0.953341330706,-1,0.599045346062,0,,,,,,,,,6.70898771121,6.69864188266
590,6.70780518559,0.232253445519,23.8341875022,1.00172756624,-0.955572805786,-1,0.596658711217,0,,,,,,,,,6.7076167448,6.69694722838
591,6.70167310745,0.230692077818,23.8432485335,1.00097440385,-0.957750816685,-1,0.594272076372,0,,,,,,,,,6.70662921962,6.69603316668
592,6.70775091941,0.238303745361,23.8374401974,1.00094750519,-0.959875241543,-1,0.591885441527,0,,,,,,,,,6.70580926363,6.69486244557
593,6.70726252381,0.208247417117,23.8406928732,1.00086680922,-0.961945961499,-1,0.589498806683,0,,,,,,,,,6.70500719759,6.6954416217
594,6.70764238706,0.228350026267,23.8404605398,1.00105509982,-0.963962860696,-1,0.587112171838,0,,,,,,,,,6.70454026992,6.69405126263
595,6.7012932442,0.211174981556,23.8374401974,1.00108199847,-0.965925826289,-1,0.584725536993,0,,,,,,,,,6.70398806683,6.69428744674
596,6.70167310745,0.21742045236,23.8430162013,1.00105509982,-0.967834748451,-1,0.582338902148,0,,,,,,,,,6.70348118495,6.69349467688
597,6.70199870452,0.220933529687,23.8365108579,1.00148547833,-0.969689520377,-1,0.579952267303,0,,,,,,,,,6.70334879933,6.69319973608
598,6.70227003541,0.209028100967,23.8441778616,1.00143168101,-0.971490038293,-1,0.577565632458,0,,,,,,,,,6.70249902676,6.69289819586
599,6.70264989866,0.233229300332,23.8353491813,1.00129718773,-0.97323620146,-1,0.575178997613,0,,,,,,,,,6.70159439167,6.69088027039
600,6.70248710012,0.234985838996,23.8418545385,1.00116269444,-0.974927912182,-1,0.572792362768,0,,,,,,,,,6.70039278344,6.68959923933
601,6.7025413663,0.240645796912,23.8367431929,1.00113579579,-0.976565075806,-1,0.570405727924,0,,,,,,,,,6.69946727675,6.68841273397
602,6.70194443834,0.230301735893,23.8434808657,1.00051712668,-0.978147600734,-1,0.568019093079,0,,,,,,,,,6.69799314496,6.68741506546
603,6.69619222344,0.204343997864,23.8374401974,1.00027503877,-0.979675398423,-1,0.565632458234,0,,,,,,,,,6.69626915022,6.68688232098
604,6.6950526337,0.235376180921,23.8388342037,1.00110889713,-0.981148383394,-1,0.563245823389,0,,,,,,,,,6.69451354991,6.6837014861
605,6.69136253358,0.231082419744,23.8362785228,1.0008130119,-0.982566473233,-1,0.560859188544,0,,,,,,,,,6.69264524291,6.68202992369
606,6.69125400122,0.227569342416,23.8325611474,1.00083991056,-0.983929588599,-1,0.558472553699,0,,,,,,,,,6.69056464186,6.68011000154
607,6.68533898779,0.237327890547,23.8346521742,1.00105509982,-0.985237653224,-1,0.556085918854,0,,,,,,,,,6.68844468291,6.67754214261
608,6.68463352747,0.218396307173,23.8367431929,1.00159307295,-0.986490593924,-1,0.55369928401,0,,,,,,,,,6.68610169594,6.67606922768
609,6.68533898779,0.238303745361,23.8318641367,1.00094750519,-0.987688340595,-1,0.551312649165,0,,,,,,,,,6.68412545292,6.67317753121
610,6.68436219658,0.237913403435,23.8372078627,1.00108199847,-0.988830826225,-1,0.54892601432,0,,,,,,,,,6.68185820007,6.67092926702
611,6.68029223321,0.211565323481,23.8346521742,1.0011895931,-0.989917986892,-1,0.546539379475,0,,,,,,,,,6.67939535044,6.66967630958
612,6.67969530525,0.2010260915,23.8399958729,1.00024814011,-0.990949761768,-1,0.54415274463,0,,,,,,,,,6.67685080338,6.66761681342
613,6.67388882418,0.240060284024,23.8383695353,1.00046332937,-0.991926093127,-1,0.541766109785,0,,,,,,,,,6.67425854979,6.66323122791
614,6.67356322711,0.214688058883,23.8397635392,1.00086680922,-0.992846926342,-1,0.53937947494,0,,,,,,,,,6.67163588328,6.6617742992
615,6.66835367399,0.230301735893,23.8388342037,1.00035573474,-0.993712209893,-1,0.536992840095,0,,,,,,,,,6.66854688544,6.65796791754
616,6.66319838706,0.233619642258,23.8330258207,1.00129718773,-0.994521895368,-1,0.534606205251,0,,,,,,,,,6.6655765576,6.65484405389
617,6.66287278999,0.21293152022,23.8325611474,1.00110889713,-0.995275937465,-1,0.532219570406,0,,,,,,,,,6.66264916563,6.6528669936
618,6.6580973663,0.220348016799,23.8320964737,1.00129718773,-0.995974293995,-1,0.529832935561,0,,,,,,,,,6.65978677381,6.64966379945
619,6.65777176923,0.234790668033,23.8341875022,1.0010013025,-0.996616925886,-1,0.527446300716,0,,,,,,,,,6.65736686005,6.6465807859
620,6.65207382051,0.216054255622,23.8388342037,1.00046332937,-0.997203797181,-1,0.525059665871,0,,,,,,,,,6.6546225419,6.64469803557
621,6.65294207937,0.23381481322,23.8355815168,1.00105509982,-0.997734875046,-1,0.522673031026,0,,,,,,,,,6.65232547246,6.64158449892
622,6.64838372039,0.20844258808,23.8313994625,1.00086680922,-0.998210129768,-1,0.520286396181,0,,,,,,,,,6.65032358718,6.6407474376
623,6.64838372039,0.232058274557,23.8362785228,1.00092060653,-0.998629534755,-1,0.517899761337,0,,,,,,,,,6.64808376558,6.63742361816
624,6.64827518803,0.220738358725,23.8297730993,1.00148547833,-0.998993066541,-1,0.515513126492,0,,,,,,,,,6.64615761442,6.63601628135
625,6.64198031136,0.223861094127,23.8334904936,1.00089370788,-0.999300704788,-1,0.513126491647,0,,,,,,,,,6.64422549994,6.63394139107
626,6.64252297314,0.222494897388,23.83488451,1.00124339042,-0.999552432284,-1,0.510739856802,0,,,,,,,,,6.64272691856,6.63250582996
627,6.641871779,0.216444597547,23.8339551661,1.00151237698,-0.999748234943,-1,0.508353221957,0,,,,,,,,,6.64123787848,6.63129456469
628,6.63660795971,0.223275581239,23.8344198383,1.0015661743,-0.99988810181,-1,0.505966587112,0,,,,,,,,,6.6396677373,6.62941069906
629,6.63693355678,0.227374171454,23.8351168457,1.00159307295,-0.999972025061,-1,0.503579952267,0,,,,,,,,,6.63818346787,6.62773827647
630,6.63682502442,0.232838958407,23.8365108579,1.00202345147,-1,-1,0.501193317422,0,,,,,,,,,6.63641474826,6.6257187832
631,6.6368792906,0.215468742734,23.8341875022,1.00194275549,-0.999972025061,-1,0.498806682578,0,,,,,,,,,6.63501217627,6.62511373415
632,6.63709635531,0.238889258248,23.826985037,1.00240003266,-0.99988810181,-1,0.496420047733,0,,,,,,,,,6.63311703435,6.62214124511
633,6.63101854335,0.221519042575,23.8318641367,1.00196965415,-0.999748234943,-1,0.494033412888,0,,,,,,,,,6.63118372721,6.62100691218
634,6.63128987424,0.230301735893,23.8330258207,1.00159307295,-0.999552432284,-1,0.491646778043,0,,,,,,,,,6.62919317223,6.61861309339
635,6.62591752259,0.227959684342,23.8341875022,1.00253452595,-0.999300704788,-1,0.489260143198,0,,,,,,,,,6.62708394726,6.61661168241
636,6.6261345873,0.222885239314,23.8358138522,1.00199655281,-0.998993066541,-1,0.486873508353,0,,,,,,,,,6.62499320856,6.61475436026
637,6.62005677534,0.231082419744,23.8416222056,1.00113579579,-0.998629534755,-1,0.484486873508,0,,,,,,,,,6.6229030662,6.61228877227
638,6.62087076801,0.233229300332,23.8427838689,1.00075921459,-0.998210129768,-1,0.482100238663,0,,,,,,,,,6.62127508085,6.6105623993
639,6.61549841636,0.229911393968,23.8337228299,1.00129718773,-0.997734875046,-1,0.479713603819,0,,,,,,,,,6.6201164085,6.60955439511
640,6.61571548107,0.227959684342,23.8355815168,1.00059782265,-0.997203797181,-1,0.477326968974,0,,,,,,,,,6.61891480026,6.60844279935
641,6.61576974725,0.203368143051,23.837672532,1.00108199847,-0.996616925886,-1,0.474940334129,0,,,,,,,,,6.61815507377,6.60881311103
642,6.61576974725,0.219176991024,23.8339551661,1.0008130119,-0.995974293995,-1,0.472553699284,0,,,,,,,,,6.61749314566,6.60742430762
643,6.62087076801,0.224446607014,23.8318641367,1.00078611325,-0.995275937465,-1,0.470167064439,0,,,,,,,,,6.61687952041,6.60656821004
644,6.62021957387,0.217810794285,23.8341875022,1.00094750519,-0.994521895368,-1,0.467780429594,0,,,,,,,,,6.61580791248,6.6058018786
645,6.61642094139,0.214492887921,23.8293084233,1.0015661743,-0.993712209893,-1,0.465393794749,0,,,,,,,,,6.61485557086,6.60500108925
646,6.61593254579,0.231863103594,23.8334904936,1.00108199847,-0.992846926342,-1,0.463007159905,0,,,,,,,,,6.61376488031,6.60311316162
647,6.61587827961,0.234400326108,23.8307024503,1.00094750519,-0.991926093127,-1,0.46062052506,0,,,,,,,,,6.61249111595,6.60172229516
648,6.60980046764,0.226007974715,23.8290760851,1.00143168101,-0.990949761768,-1,0.458233890215,0,,,,,,,,,6.61113982848,6.60075626373
649,6.60551343956,0.22561763279,23.8283790699,1.00127028907,-0.989917986892,-1,0.45584725537,0,,,,,,,,,6.60948321922,6.59911745741
650,6.60518784249,0.203563314014,23.8337228299,1.00121649176,-0.988830826225,-1,0.453460620525,0,,,,,,,,,6.6080669316,6.5987153357
651,6.60529637485,0.215468742734,23.8337228299,1.00102820116,-0.987688340595,-1,0.45107398568,0,,,,,,,,,6.60664229533,6.59674377005
652,6.60437384982,0.211955665407,23.8309347878,1.00094750519,-0.986490593924,-1,0.448687350835,0,,,,,,,,,6.60530233816,6.59556471098
653,6.60513357631,0.238108574398,23.8362785228,1.0008130119,-0.985237653224,-1,0.44630071599,0,,,,,,,,,6.60406673903,6.59312865672
654,6.60453664835,0.224446607014,23.8372078627,1.00089370788,-0.983929588599,-1,0.443914081146,0,,,,,,,,,6.60322173711,6.59291142291
655,6.60524210867,0.204148826902,23.8304701127,1.00164687027,-0.982566473233,-1,0.441527446301,0,,,,,,,,,6.60262898347,6.59324993777
656,6.59943562759,0.235571351884,23.8316317996,1.00191585684,-0.981148383394,-1,0.439140811456,0,,,,,,,,,6.60199567928,6.59117324109
657,6.59943562759,0.229716223005,23.8344198383,1.00159307295,-0.979675398423,-1,0.436754176611,0,,,,,,,,,6.60105287897,6.59049996463
658,6.59986975702,0.226983829529,23.8332581572,1.00170066758,-0.978147600734,-1,0.434367541766,0,,,,,,,,,6.60052631814,6.59009870798
659,6.59981549084,0.221519042575,23.8290760851,1.00075921459,-0.976565075806,-1,0.431980906921,0,,,,,,,,,6.59964792165,6.58947059351
660,6.59997828938,0.211174981556,23.8325611474,1.00110889713,-0.974927912182,-1,0.429594272076,0,,,,,,,,,6.59884287396,6.58914139812
661,6.5999240232,0.240255454987,23.8293084233,1.00116269444,-0.97323620146,-1,0.427207637232,0,,,,,,,,,6.59795791782,6.58691982239
662,6.59428034066,0.221323871613,23.8330258207,1.00078611325,-0.971490038293,-1,0.424821002387,0,,,,,,,,,6.59738961378,6.58722197869
663,6.59970695849,0.240645796912,23.8307024503,1.00124339042,-0.969689520377,-1,0.422434367542,0,,,,,,,,,6.59647126307,6.58541551282
664,6.59428034066,0.211955665407,23.8351168457,1.00116269444,-0.967834748451,-1,0.420047732697,0,,,,,,,,,6.59540681111,6.58566992024
665,6.5949315348,0.225812803753,23.8332581572,1.00022124145,-0.965925826289,-1,0.417661097852,0,,,,,,,,,6.59434832247,6.58397450909
666,6.59438887302,0.237913403435,23.838137201,1.0008130119,-0.963962860696,-1,0.415274463007,0,,,,,,,,,6.59289446595,6.5819657165
667,6.59438887302,0.227764513379,23.8327934841,1.0011895931,-0.961945961499,-1,0.412887828162,0,,,,,,,,,6.59135294869,6.58088938609
668,6.58820252869,0.230887248781,23.8337228299,1.00135098504,-0.959875241543,-1,0.410501193317,0,,,,,,,,,6.59007262469,6.57946578102
669,6.58831106105,0.214883229846,23.8304701127,1.00124339042,-0.957750816685,-1,0.408114558473,0,,,,,,,,,6.58849413486,6.57862192711
670,6.58841959341,0.218005965248,23.8332581572,1.00116269444,-0.955572805786,-1,0.405727923628,0,,,,,,,,,6.5873485818,6.57733341365
671,6.58283017705,0.233229300332,23.8339551661,1.00148547833,-0.953341330706,-1,0.403341288783,0,,,,,,,,,6.58645229536,6.57573790404
672,6.5824503138,0.214883229846,23.8379048665,1.00089370788,-0.951056516295,-1,0.400954653938,0,,,,,,,,,6.58581362419,6.5759427434
673,6.58277591087,0.217225281398,23.8344198383,1.00105509982,-0.948718490389,-1,0.398568019093,0,,,,,,,,,6.58538307275,6.57540397873
674,6.58266737851,0.205319852678,23.8353491813,1.00124339042,-0.946327383799,-1,0.396181384248,0,,,,,,,,,6.58512307216,6.57569105911
675,6.58375270208,0.231472761669,23.83488451,1.0001943428,-0.943883330308,-1,0.393794749403,0,,,,,,,,,6.58487320921,6.57423969072
676,6.58787693162,0.238694087286,23.8318641367,1.00046332937,-0.941386466661,-1,0.391408114558,0,,,,,,,,,6.58466330047,6.57369744605
677,6.58847385958,0.228740368192,23.8369755278,1.00065161996,-0.938836932556,-1,0.389021479714,0,,,,,,,,,6.58471875931,6.57421116019
678,6.58863665812,0.231863103594,23.8346521742,1.00089370788,-0.93623487064,-1,0.386634844869,0,,,,,,,,,6.58465197017,6.57400047521
679,6.58315577411,0.221323871613,23.8325611474,1.00145857967,-0.933580426497,-1,0.384248210024,0,,,,,,,,,6.5841057304,6.57393800988
680,6.58239604762,0.232448616482,23.8330258207,1.00135098504,-0.930873748644,-1,0.381861575179,0,,,,,,,,,6.58346348123,6.57278477454
681,6.58255884615,0.225227290865,23.8355815168,1.00116269444,-0.928114988519,-1,0.379474940334,0,,,,,,,,,6.58240081827,6.57205433791
682,6.58272164469,0.226398316641,23.8386018695,1.00127028907,-0.925304300474,-1,0.377088305489,0,,,,,,,,,6.58097320035,6.57057349331
683,6.5824503138,0.215078400809,23.8330258207,1.00129718773,-0.922441841767,-1,0.374701670644,0,,,,,,,,,6.57909475572,6.56921403803
684,6.57751209158,0.210589468668,23.8295407613,1.0017544649,-0.919527772551,-1,0.3723150358,0,,,,,,,,,6.57712566868,6.56745056314
685,6.57696942979,0.221519042575,23.8304701127,1.00143168101,-0.91656225587,-1,0.369928400955,0,,,,,,,,,6.57585250065,6.56567542908
686,6.57235680464,0.23381481322,23.8267526978,1.0013778837,-0.913545457643,-1,0.36754176611,0,,,,,,,,,6.57463180981,6.56388912127
687,6.57175987668,0.227764513379,23.8313994625,1.00188895818,-0.910477546659,-1,0.365155131265,0,,,,,,,,,6.57348983474,6.56302600837
688,6.56638752503,0.202587459201,23.8346521742,1.00148547833,-0.907358694568,-1,0.36276849642,0,,,,,,,,,6.57242299745,6.56311638821
689,6.56682165446,0.235181009959,23.8325611474,1.00078611325,-0.904189075869,-1,0.360381861575,0,,,,,,,,,6.57125001314,6.56044568931
690,6.57273666789,0.228154855304,23.8318641367,1.00097440385,-0.900968867902,-1,0.35799522673,0,,,,,,,,,6.57051294724,6.56003127609
691,6.57257386935,0.238498916323,23.8307024503,1.00105509982,-0.897698250838,-1,0.355608591885,0,,,,,,,,,6.56941390805,6.55845678981
692,6.57219400611,0.213517033108,23.83488451,1.00035573474,-0.894377407666,-1,0.353221957041,0,,,,,,,,,6.568498539,6.55868988029
693,6.57159707814,0.209808784818,23.8374401974,1.00051712668,-0.891006524188,-1,0.350835322196,0,,,,,,,,,6.56751339915,6.55787553722
694,6.56617046032,0.214492887921,23.8337228299,1.00070541728,-0.887585789005,-1,0.348448687351,0,,,,,,,,,6.56634101116,6.55648731616
695,6.56617046032,0.215273571771,23.8323288106,1.00097440385,-0.884115393505,-1,0.346062052506,0,,,,,,,,,6.56505114585,6.55516133734
696,6.56052677778,0.226983829529,23.8297730993,1.00094750519,-0.880595531857,-1,0.343675417661,0,,,,,,,,,6.56329017855,6.55286191121
697,6.56074384249,0.218591478136,23.8311671252,1.00132408639,-0.877026400997,-1,0.341288782816,0,,,,,,,,,6.56128471528,6.55124226903
698,6.56106943956,0.198879210911,23.8290760851,1.0008130119,-0.873408200617,-1,0.338902147971,0,,,,,,,,,6.55930012362,6.55016294531
699,6.5554800232,0.227764513379,23.8293084233,1.00110889713,-0.869741133156,-1,0.336515513126,0,,,,,,,,,6.55738112843,6.54691690637
700,6.55580562027,0.224641777977,23.8313994625,1.00092060653,-0.866025403784,-1,0.334128878282,0,,,,,,,,,6.55581098725,6.5454906238
701,6.55520869231,0.226398316641,23.8323288106,1.00089370788,-0.862261220398,-1,0.331742243437,0,,,,,,,,,6.55389795539,6.54349706884
