Time, Oxygen, Tau - Phase Method, Sensor Temperature, Air Pressure
2013-05-23 13:28:35.9, 87.12564, 2.340199, 12.0229, 101.8047
2013-05-23 13:28:37.3, 87.06705, 2.340439, 12.02287, 101.8025
2013-05-23 13:28:38.4, 87.09384, 2.340329, 12.02242, 101.8032
2013-05-23 13:28:39.5, 87.17538, 2.339995, 12.02222, 101.8037
2013-05-23 13:28:40.6, 87.0853, 2.340365, 12.0217, 101.8035
2013-05-23 13:28:41.8, 87.07285, 2.340416, 12.02101, 101.8042
2013-05-23 13:28:42.9, 87.11783, 2.340231, 12.02032, 101.8047
2013-05-23 13:28:44.3, 87.00363, 2.3407, 12.01985, 101.8057
2013-05-23 13:28:45.4, 86.98093, 2.340793, 12.01978, 101.8062
2013-05-23 13:28:46.5, 87.06082, 2.340465, 12.01978, 101.8064
2013-05-23 13:28:47.5, 87.02036, 2.340631, 12.02002, 101.8074
2013-05-23 13:28:48.6, 87.06241, 2.340458, 12.02055, 101.8074
2013-05-23 13:28:49.8, 86.99649, 2.340729, 12.02161, 101.8096
2013-05-23 13:28:50.9, 87.05765, 2.340478, 12.02327, 101.8081
2013-05-23 13:28:52.1, 87.10568, 2.340281, 12.02545, 101.811
2013-05-23 13:28:53.1, 87.01614, 2.340648, 12.02867, 101.8108
2013-05-23 13:28:54.6, 87.0018, 2.340707, 12.03421, 101.8115
2013-05-23 13:28:55.7, 87.0621, 2.34046, 12.03865, 101.8093
2013-05-23 13:28:56.9, 87.07425, 2.34041, 12.04407, 101.8074
2013-05-23 13:28:58.2, 86.99625, 2.34073, 12.0486, 101.8054
2013-05-23 13:28:59.3, 86.96902, 2.340842, 12.05226, 101.8052
2013-05-23 13:29:00.4, 87.00436, 2.340697, 12.05545, 101.8059
2013-05-23 13:29:01.5, 86.94064, 2.340958, 12.05765, 101.8054
2013-05-23 13:29:02.6, 87.13589, 2.340157, 12.05939, 101.8037
2013-05-23 13:29:03.7, 86.95987, 2.340879, 12.05989, 101.8037
2013-05-23 13:29:04.8, 86.9584, 2.340885, 12.0594, 101.8047
2013-05-23 13:29:06.0, 86.98721, 2.340767, 12.05806, 101.8076
2013-05-23 13:29:07.1, 87.03568, 2.340568, 12.05629, 101.8103
2013-05-23 13:29:08.6, 87.00259, 2.340704, 12.05481, 101.8123
2013-05-23 13:29:09.6, 86.93942, 2.340963, 12.05322, 101.8125
2013-05-23 13:29:10.7, 86.91086, 2.34108, 12.05168, 101.8123
2013-05-23 13:29:11.8, 86.83334, 2.341399, 12.05115, 101.8125
2013-05-23 13:29:12.9, 86.98221, 2.340788, 12.05029, 101.8118
2013-05-23 13:29:13.9, 86.95999, 2.340879, 12.04973, 101.813
2013-05-23 13:29:15.3, 87.02292, 2.340621, 12.04913, 101.8118
2013-05-23 13:29:16.3, 86.90073, 2.341122, 12.04921, 101.811
2013-05-23 13:29:17.4, 86.70621, 2.341921, 12.04895, 101.8105
2013-05-23 13:29:18.8, 87.02658, 2.340605, 12.04892, 101.8088
2013-05-23 13:29:19.9, 86.87228, 2.341239, 12.04869, 101.8091
2013-05-23 13:29:20.9, 86.92215, 2.341034, 12.04826, 101.8093
2013-05-23 13:29:22.3, 87.01743, 2.340643, 12.04771, 101.8101
2013-05-23 13:29:23.4, 86.87424, 2.341231, 12.04634, 101.8101
2013-05-23 13:29:24.5, 87.00479, 2.340695, 12.0453, 101.8086
2013-05-23 13:29:26.0, 86.94583, 2.340937, 12.04283, 101.8101
2013-05-23 13:29:27.1, 86.93039, 2.341, 12.04076, 101.8103
2013-05-23 13:29:28.2, 86.91971, 2.341044, 12.03833, 101.8113
2013-05-23 13:29:29.3, 86.91196, 2.341076, 12.03575, 101.8125
2013-05-23 13:29:30.5, 86.77267, 2.341648, 12.03351, 101.8118
2013-05-23 13:29:31.6, 86.72208, 2.341856, 12.03062, 101.8123
2013-05-23 13:29:33.0, 86.76248, 2.34169, 12.02689, 101.8132
2013-05-23 13:29:34.2, 86.86826, 2.341255, 12.02438, 101.8123
2013-05-23 13:29:35.5, 86.83792, 2.34138, 12.02242, 101.8127
2013-05-23 13:29:36.7, 86.85709, 2.341301, 12.02048, 101.814
2013-05-23 13:29:37.8, 86.85019, 2.34133, 12.01926, 101.813
2013-05-23 13:29:38.8, 86.8873, 2.341177, 12.01863, 101.8137
2013-05-23 13:29:40.1, 86.75076, 2.341738, 12.0172, 101.8137
2013-05-23 13:29:41.1, 86.87167, 2.341241, 12.01663, 101.8125
2013-05-23 13:29:42.2, 86.73032, 2.341822, 12.01579, 101.811
2013-05-23 13:29:43.3, 86.72885, 2.341828, 12.01494, 101.8118
2013-05-23 13:29:44.6, 86.79471, 2.341557, 12.0141, 101.814
2013-05-23 13:29:45.7, 86.93552, 2.340979, 12.01346, 101.8132
2013-05-23 13:29:46.7, 86.76279, 2.341688, 12.01315, 101.8132
2013-05-23 13:29:47.8, 86.72916, 2.341826, 12.01265, 101.814
2013-05-23 13:29:48.9, 86.82956, 2.341414, 12.01236, 101.8137
2013-05-23 13:29:50.3, 86.73392, 2.341807, 12.01196, 101.8123
2013-05-23 13:29:51.5, 86.81223, 2.341485, 12.01192, 101.8135
2013-05-23 13:29:52.7, 86.81516, 2.341473, 12.01205, 101.8127
2013-05-23 13:29:53.8, 86.785, 2.341597, 12.01218, 101.812
2013-05-23 13:29:54.9, 86.8812, 2.341202, 12.01234, 101.812
2013-05-23 13:29:55.9, 86.86978, 2.341249, 12.01224, 101.812
2013-05-23 13:29:57.0, 86.87125, 2.341243, 12.01241, 101.8105
2013-05-23 13:29:58.1, 86.82889, 2.341417, 12.01259, 101.8101
2013-05-23 13:29:59.1, 86.86795, 2.341256, 12.01302, 101.8093
2013-05-23 13:30:00.2, 86.66196, 2.342103, 12.01337, 101.8101
2013-05-23 13:30:01.3, 86.91599, 2.341059, 12.01347, 101.8086
2013-05-23 13:30:02.3, 86.73422, 2.341806, 12.01353, 101.8091
2013-05-23 13:30:03.3, 86.70737, 2.341916, 12.01378, 101.8098
2013-05-23 13:30:04.5, 86.81418, 2.341477, 12.01398, 101.8088
2013-05-23 13:30:05.6, 86.7366, 2.341796, 12.01414, 101.8088
2013-05-23 13:30:06.6, 86.68082, 2.342025, 12.01424, 101.8088
2013-05-23 13:30:07.7, 86.56931, 2.342483, 12.0143, 101.8103
2013-05-23 13:30:09.0, 86.69577, 2.341964, 12.01414, 101.811
2013-05-23 13:30:10.0, 86.68454, 2.34201, 12.01433, 101.811
2013-05-23 13:30:11.6, 86.69046, 2.341986, 12.01463, 101.811
2013-05-23 13:30:12.7, 86.65384, 2.342136, 12.01471, 101.8115
2013-05-23 13:30:13.7, 86.61246, 2.342306, 12.01439, 101.812
2013-05-23 13:30:14.8, 86.69443, 2.341969, 12.01421, 101.8135
2013-05-23 13:30:15.8, 86.65909, 2.342114, 12.01425, 101.814
2013-05-23 13:30:17.0, 86.49918, 2.342772, 12.01398, 101.8145
2013-05-23 13:30:18.3, 86.5289, 2.342649, 12.01355, 101.8135
2013-05-23 13:30:19.3, 86.63345, 2.34222, 12.01332, 101.8145
2013-05-23 13:30:20.4, 86.50717, 2.342739, 12.01283, 101.8157
2013-05-23 13:30:21.8, 86.6077, 2.342326, 12.01259, 101.8159
2013-05-23 13:30:22.9, 86.67148, 2.342063, 12.01244, 101.8147
2013-05-23 13:30:24.1, 86.53268, 2.342634, 12.01295, 101.8152
2013-05-23 13:30:25.2, 86.67984, 2.342029, 12.01294, 101.8137
2013-05-23 13:30:26.2, 86.57205, 2.342472, 12.01352, 101.8145
2013-05-23 13:30:27.3, 86.59061, 2.342396, 12.01416, 101.8169
2013-05-23 13:30:28.8, 86.58401, 2.342423, 12.01501, 101.8174
2013-05-23 13:30:29.8, 86.60629, 2.342331, 12.01575, 101.8171
2013-05-23 13:30:30.8, 86.6282, 2.342241, 12.0168, 101.8159
2013-05-23 13:30:32.2, 86.52487, 2.342666, 12.01807, 101.8137
2013-05-23 13:30:33.3, 86.56509, 2.342501, 12.01865, 101.8123
2013-05-23 13:30:34.4, 86.62643, 2.342249, 12.01898, 101.8108
2013-05-23 13:30:35.5, 86.54068, 2.342601, 12.01939, 101.8108
2013-05-23 13:30:36.6, 86.62473, 2.342256, 12.01953, 101.8103
2013-05-23 13:30:37.7, 86.50668, 2.342741, 12.01956, 101.8091
2013-05-23 13:30:38.7, 86.72202, 2.341856, 12.01958, 101.8076
2013-05-23 13:30:39.8, 86.40591, 2.343155, 12.01953, 101.8069
2013-05-23 13:30:41.0, 86.54446, 2.342585, 12.01924, 101.8083
2013-05-23 13:30:42.1, 86.58463, 2.34242, 12.01871, 101.8091
2013-05-23 13:30:43.2, 86.53177, 2.342638, 12.01845, 101.8108
2013-05-23 13:30:44.2, 86.58585, 2.342415, 12.01852, 101.812
2013-05-23 13:30:45.5, 86.45132, 2.342968, 12.01814, 101.8127
2013-05-23 13:30:46.6, 86.5524, 2.342553, 12.0179, 101.8123
2013-05-23 13:30:47.6, 86.49002, 2.342809, 12.01756, 101.8118
2013-05-23 13:30:48.7, 86.5632, 2.342508, 12.0173, 101.8113
2013-05-23 13:30:50.1, 86.49155, 2.342803, 12.01707, 101.8125
2013-05-23 13:30:51.1, 86.53397, 2.342628, 12.01672, 101.8123
2013-05-23 13:30:52.1, 86.62381, 2.342259, 12.01662, 101.8137
2013-05-23 13:30:53.2, 86.60208, 2.342349, 12.01649, 101.8135
2013-05-23 13:30:54.4, 86.55844, 2.342528, 12.0164, 101.814
2013-05-23 13:30:55.5, 86.59348, 2.342384, 12.01633, 101.8132
2013-05-23 13:30:56.6, 86.49808, 2.342776, 12.01649, 101.8127
2013-05-23 13:30:57.7, 86.51816, 2.342694, 12.01654, 101.8137
2013-05-23 13:30:58.7, 86.49625, 2.342784, 12.01662, 101.814
2013-05-23 13:30:59.7, 86.45908, 2.342937, 12.01639, 101.8137
2013-05-23 13:31:00.8, 86.45743, 2.342943, 12.01631, 101.8137
2013-05-23 13:31:01.9, 86.45786, 2.342942, 12.0161, 101.8142
2013-05-23 13:31:02.9, 86.38681, 2.343234, 12.01579, 101.8149
2013-05-23 13:31:04.1, 86.4617, 2.342926, 12.01553, 101.8137
2013-05-23 13:31:05.3, 86.45566, 2.34295, 12.01546, 101.8127
2013-05-23 13:31:06.3, 86.49802, 2.342776, 12.01518, 101.8125
2013-05-23 13:31:07.4, 86.49686, 2.342781, 12.01512, 101.8115
2013-05-23 13:31:08.8, 86.45505, 2.342953, 12.01474, 101.811
2013-05-23 13:31:09.9, 86.36789, 2.343311, 12.01471, 101.8105
2013-05-23 13:31:11.1, 86.37711, 2.343274, 12.01427, 101.8093
2013-05-23 13:31:12.2, 86.32303, 2.343496, 12.01418, 101.8086
2013-05-23 13:31:13.3, 86.40799, 2.343147, 12.01405, 101.8098
2013-05-23 13:31:14.4, 86.45486, 2.342954, 12.01398, 101.8096
2013-05-23 13:31:15.4, 86.32144, 2.343503, 12.01399, 101.811
2013-05-23 13:31:16.5, 86.45273, 2.342963, 12.01384, 101.811
2013-05-23 13:31:17.6, 86.40475, 2.34316, 12.01385, 101.8103
2013-05-23 13:31:18.7, 86.43631, 2.34303, 12.01392, 101.8113
2013-05-23 13:31:20.0, 86.37637, 2.343277, 12.01381, 101.811
2013-05-23 13:31:21.4, 86.54721, 2.342574, 12.01404, 101.811
2013-05-23 13:31:22.5, 86.43228, 2.343047, 12.01414, 101.8105
2013-05-23 13:31:23.5, 86.3735, 2.343288, 12.01421, 101.8103
2013-05-23 13:31:24.7, 86.32083, 2.343505, 12.01421, 101.8118
2013-05-23 13:31:25.7, 86.46298, 2.34292, 12.01433, 101.8101
2013-05-23 13:31:26.8, 86.25558, 2.343773, 12.01445, 101.8105
2013-05-23 13:31:28.1, 86.31747, 2.343519, 12.01489, 101.8088
2013-05-23 13:31:29.2, 86.28012, 2.343673, 12.01495, 101.8081
2013-05-23 13:31:30.3, 86.36893, 2.343307, 12.01503, 101.8071
2013-05-23 13:31:31.8, 86.30612, 2.343565, 12.01613, 101.8088
2013-05-23 13:31:33.1, 86.37119, 2.343298, 12.01689, 101.8076
2013-05-23 13:31:34.2, 86.33395, 2.343451, 12.01779, 101.8069
2013-05-23 13:31:35.2, 86.28006, 2.343673, 12.01822, 101.8071
2013-05-23 13:31:36.4, 86.21805, 2.343928, 12.01894, 101.8098
2013-05-23 13:31:37.4, 86.28745, 2.343642, 12.01961, 101.8086
2013-05-23 13:31:38.9, 86.345, 2.343406, 12.02159, 101.8081
2013-05-23 13:31:40.3, 86.34024, 2.343425, 12.02481, 101.8098
2013-05-23 13:31:41.3, 86.33859, 2.343432, 12.02637, 101.8108
2013-05-23 13:31:42.5, 86.33701, 2.343438, 12.02759, 101.8113
2013-05-23 13:31:43.6, 86.20908, 2.343965, 12.02875, 101.811
2013-05-23 13:31:44.6, 86.34567, 2.343403, 12.02959, 101.8105
2013-05-23 13:31:45.8, 86.23642, 2.343852, 12.03052, 101.8098
2013-05-23 13:31:46.9, 86.2106, 2.343959, 12.03113, 101.8093
2013-05-23 13:31:47.9, 86.11978, 2.344332, 12.03133, 101.8101
2013-05-23 13:31:49.1, 86.20456, 2.343983, 12.03035, 101.8113
2013-05-23 13:31:50.4, 86.14444, 2.344231, 12.02882, 101.8091
2013-05-23 13:31:51.4, 86.16507, 2.344146, 12.02773, 101.8076
2013-05-23 13:31:52.6, 86.26096, 2.343751, 12.02711, 101.8054
2013-05-23 13:31:53.6, 86.20346, 2.343988, 12.02669, 101.8049
2013-05-23 13:31:54.6, 86.20786, 2.34397, 12.02643, 101.8059
2013-05-23 13:31:56.1, 86.25571, 2.343773, 12.02583, 101.8076
2013-05-23 13:31:57.1, 86.2468, 2.34381, 12.02507, 101.8074
2013-05-23 13:31:58.2, 86.23996, 2.343838, 12.02451, 101.8081
2013-05-23 13:31:59.5, 86.22031, 2.343919, 12.02415, 101.8098
2013-05-23 13:32:00.6, 86.08401, 2.34448, 12.02319, 101.8105
2013-05-23 13:32:01.6, 86.08963, 2.344456, 12.02226, 101.8118
2013-05-23 13:32:02.6, 86.27328, 2.343701, 12.02115, 101.8137
2013-05-23 13:32:03.8, 86.28043, 2.343671, 12.02019, 101.814
2013-05-23 13:32:04.8, 86.14804, 2.344216, 12.01903, 101.814
2013-05-23 13:32:06.0, 86.14047, 2.344247, 12.01836, 101.8132
2013-05-23 13:32:07.1, 86.15164, 2.344201, 12.01781, 101.8145
2013-05-23 13:32:08.2, 86.04947, 2.344622, 12.01772, 101.8145
2013-05-23 13:32:09.2, 85.98648, 2.344881, 12.01767, 101.8135
2013-05-23 13:32:10.3, 86.07645, 2.344511, 12.01773, 101.811
2013-05-23 13:32:11.4, 86.07242, 2.344527, 12.01785, 101.8105
2013-05-23 13:32:12.4, 86.10318, 2.344401, 12.0179, 101.8093
2013-05-23 13:32:13.5, 86.05881, 2.344583, 12.01756, 101.8081
2013-05-23 13:32:14.8, 86.10068, 2.344411, 12.0177, 101.8074
2013-05-23 13:32:15.9, 86.05228, 2.34461, 12.01782, 101.8081
2013-05-23 13:32:17.3, 86.06516, 2.344557, 12.01819, 101.8054
2013-05-23 13:32:18.5, 86.17361, 2.344111, 12.01862, 101.8042
2013-05-23 13:32:19.7, 86.15659, 2.344181, 12.01886, 101.8044
2013-05-23 13:32:21.1, 86.10806, 2.344381, 12.01962, 101.8047
2013-05-23 13:32:22.2, 86.12656, 2.344305, 12.02005, 101.8049
2013-05-23 13:32:23.3, 86.08157, 2.34449, 12.02087, 101.8066
2013-05-23 13:32:24.4, 86.0596, 2.34458, 12.021, 101.8066
2013-05-23 13:32:25.4, 86.04025, 2.34466, 12.02103, 101.8059
2013-05-23 13:32:26.5, 85.95847, 2.344997, 12.02107, 101.8052
2013-05-23 13:32:27.6, 86.03439, 2.344684, 12.02039, 101.8054
2013-05-23 13:32:29.0, 86.06509, 2.344558, 12.01952, 101.8069
2013-05-23 13:32:30.0, 86.04904, 2.344624, 12.01888, 101.8054
2013-05-23 13:32:31.4, 86.08231, 2.344486, 12.01736, 101.8057
2013-05-23 13:32:32.5, 85.98111, 2.344903, 12.01628, 101.8042
2013-05-23 13:32:33.5, 86.01834, 2.34475, 12.0153, 101.8044
2013-05-23 13:32:34.7, 85.89188, 2.345271, 12.01447, 101.8037
2013-05-23 13:32:35.7, 86.08456, 2.344477, 12.01366, 101.8027
2013-05-23 13:32:36.8, 86.09079, 2.344452, 12.01254, 101.8018
2013-05-23 13:32:38.1, 85.91299, 2.345184, 12.01189, 101.8037
2013-05-23 13:32:39.2, 86.06613, 2.344553, 12.01154, 101.8035
2013-05-23 13:32:40.2, 85.9617, 2.344983, 12.01118, 101.8059
2013-05-23 13:32:41.8, 85.97397, 2.344933, 12.0107, 101.8049
2013-05-23 13:32:42.8, 85.94986, 2.345032, 12.01059, 101.8052
2013-05-23 13:32:44.2, 85.89993, 2.345237, 12.0103, 101.8059
2013-05-23 13:32:45.5, 85.95261, 2.345021, 12.01041, 101.8066
2013-05-23 13:32:46.6, 85.95029, 2.34503, 12.01033, 101.8091
2013-05-23 13:32:47.7, 85.92422, 2.345138, 12.01044, 101.8091
2013-05-23 13:32:48.8, 85.95395, 2.345015, 12.01045, 101.8088
2013-05-23 13:32:49.8, 85.94449, 2.345054, 12.01038, 101.8083
2013-05-23 13:32:51.2, 85.9968, 2.344839, 12.01042, 101.8101
2013-05-23 13:32:52.3, 85.92355, 2.34514, 12.01033, 101.8115
2013-05-23 13:32:53.4, 85.99045, 2.344865, 12.01027, 101.813
2013-05-23 13:32:54.5, 85.9227, 2.345144, 12.01022, 101.814
2013-05-23 13:32:55.7, 85.76578, 2.34579, 12.01018, 101.8154
2013-05-23 13:32:56.8, 85.84763, 2.345453, 12.01018, 101.8152
2013-05-23 13:32:57.8, 85.96109, 2.344986, 12.01013, 101.8164
2013-05-23 13:32:59.0, 85.88834, 2.345285, 12.01013, 101.8159
2013-05-23 13:33:00.4, 85.83664, 2.345499, 12.01019, 101.8145
2013-05-23 13:33:01.5, 85.83957, 2.345486, 12.01036, 101.8149
2013-05-23 13:33:02.5, 85.9415, 2.345066, 12.0105, 101.8127
2013-05-23 13:33:03.5, 85.8931, 2.345266, 12.01053, 101.8115
2013-05-23 13:33:04.6, 85.84293, 2.345473, 12.01057, 101.8125
2013-05-23 13:33:06.2, 85.75027, 2.345855, 12.01064, 101.8115
2013-05-23 13:33:07.4, 85.85977, 2.345403, 12.01085, 101.8091
2013-05-23 13:33:08.6, 85.87338, 2.345347, 12.01094, 101.8076
2013-05-23 13:33:09.9, 85.83463, 2.345507, 12.01112, 101.8074
2013-05-23 13:33:10.9, 85.91263, 2.345185, 12.01143, 101.8074
2013-05-23 13:33:11.9, 85.86032, 2.345401, 12.01169, 101.8071
2013-05-23 13:33:13.2, 85.82919, 2.345529, 12.01236, 101.8059
2013-05-23 13:33:14.5, 85.85031, 2.345442, 12.01291, 101.8047
2013-05-23 13:33:15.6, 85.73654, 2.345911, 12.0137, 101.804
2013-05-23 13:33:16.9, 85.77048, 2.345771, 12.01489, 101.8035
2013-05-23 13:33:18.0, 85.77933, 2.345735, 12.01582, 101.8037
2013-05-23 13:33:19.1, 85.81027, 2.345607, 12.01672, 101.8044
2013-05-23 13:33:20.3, 85.76004, 2.345814, 12.01744, 101.8032
2013-05-23 13:33:21.7, 85.80429, 2.345632, 12.01828, 101.803
2013-05-23 13:33:22.7, 85.75235, 2.345846, 12.01866, 101.8035
2013-05-23 13:33:23.8, 85.8093, 2.345611, 12.01894, 101.8044
2013-05-23 13:33:24.8, 85.68204, 2.346136, 12.01895, 101.8054
2013-05-23 13:33:25.9, 85.74466, 2.345877, 12.01871, 101.8074
2013-05-23 13:33:27.2, 85.79398, 2.345674, 12.0179, 101.8103
2013-05-23 13:33:28.2, 85.70511, 2.34604, 12.01752, 101.8135
2013-05-23 13:33:29.3, 85.65652, 2.346241, 12.0168, 101.8164
2013-05-23 13:33:30.6, 85.68723, 2.346114, 12.01654, 101.8188
2013-05-23 13:33:31.8, 85.7291, 2.345942, 12.01625, 101.8213
2013-05-23 13:33:32.9, 85.66379, 2.346211, 12.01642, 101.8213
2013-05-23 13:33:34.0, 85.7095, 2.346022, 12.01674, 101.8208
2013-05-23 13:33:35.0, 85.7211, 2.345975, 12.01732, 101.8186
2013-05-23 13:33:36.1, 85.70853, 2.346026, 12.01738, 101.8188
2013-05-23 13:33:37.5, 85.76102, 2.34581, 12.01761, 101.8145
2013-05-23 13:33:38.6, 85.63101, 2.346346, 12.01772, 101.8123
2013-05-23 13:33:39.9, 85.67349, 2.346171, 12.01759, 101.8103
2013-05-23 13:33:40.9, 85.6199, 2.346392, 12.01744, 101.8091
2013-05-23 13:33:42.1, 85.55814, 2.346647, 12.01657, 101.8113
2013-05-23 13:33:43.1, 85.67453, 2.346167, 12.01572, 101.8123
2013-05-23 13:33:44.6, 85.5369, 2.346734, 12.01451, 101.8142
2013-05-23 13:33:45.7, 85.66879, 2.34619, 12.01413, 101.814
2013-05-23 13:33:47.0, 85.60995, 2.346433, 12.01334, 101.8149
2013-05-23 13:33:48.3, 85.6442, 2.346292, 12.01283, 101.8157
2013-05-23 13:33:49.4, 85.61337, 2.346419, 12.01254, 101.8159
2013-05-23 13:33:50.4, 85.55862, 2.346644, 12.01208, 101.8149
2013-05-23 13:33:51.6, 85.50217, 2.346877, 12.0119, 101.8137
2013-05-23 13:33:53.0, 85.52554, 2.346781, 12.01154, 101.8115
2013-05-23 13:33:54.1, 85.60202, 2.346466, 12.01126, 101.8108
2013-05-23 13:33:55.2, 85.54898, 2.346684, 12.01085, 101.8113
2013-05-23 13:33:56.3, 85.47519, 2.346989, 12.01076, 101.811
2013-05-23 13:33:57.4, 85.64102, 2.346305, 12.01067, 101.8098
2013-05-23 13:33:58.6, 85.60379, 2.346458, 12.01059, 101.8103
2013-05-23 13:33:59.7, 85.54929, 2.346683, 12.01051, 101.8096
2013-05-23 13:34:00.7, 85.47556, 2.346987, 12.01048, 101.8083
2013-05-23 13:34:02.0, 85.49246, 2.346918, 12.01038, 101.8062
2013-05-23 13:34:03.2, 85.48825, 2.346935, 12.01042, 101.8052
2013-05-23 13:34:04.3, 85.59653, 2.346488, 12.01048, 101.8049
2013-05-23 13:34:05.3, 85.63596, 2.346326, 12.01062, 101.804
2013-05-23 13:34:06.4, 85.62009, 2.346391, 12.01064, 101.8052
2013-05-23 13:34:07.4, 85.49655, 2.346901, 12.01076, 101.8059
2013-05-23 13:34:08.4, 85.49985, 2.346887, 12.01054, 101.8064
2013-05-23 13:34:09.5, 85.39273, 2.347329, 12.01054, 101.8074
2013-05-23 13:34:10.6, 85.41537, 2.347235, 12.01059, 101.8086
2013-05-23 13:34:11.6, 85.47592, 2.346986, 12.01067, 101.8096
2013-05-23 13:34:12.8, 85.36295, 2.347452, 12.01076, 101.8113
2013-05-23 13:34:13.8, 85.36642, 2.347438, 12.01079, 101.8113
2013-05-23 13:34:14.9, 85.49484, 2.346908, 12.0107, 101.8118
2013-05-23 13:34:16.0, 85.36679, 2.347436, 12.01064, 101.8132
2013-05-23 13:34:17.2, 85.42044, 2.347214, 12.01041, 101.8135
2013-05-23 13:34:18.4, 85.48398, 2.346952, 12.01035, 101.8123
2013-05-23 13:34:19.8, 85.37692, 2.347394, 12.0101, 101.8125
2013-05-23 13:34:20.8, 85.5015, 2.34688, 12.01007, 101.8113
2013-05-23 13:34:21.9, 85.5192, 2.346807, 12.01015, 101.8113
2013-05-23 13:34:23.2, 85.42056, 2.347214, 12.0101, 101.8105
2013-05-23 13:34:24.2, 85.49796, 2.346895, 12.01025, 101.8091
2013-05-23 13:34:25.5, 85.50046, 2.346884, 12.01042, 101.8071
2013-05-23 13:34:26.7, 85.38828, 2.347347, 12.01067, 101.8042
2013-05-23 13:34:27.9, 85.49588, 2.346903, 12.01132, 101.801
2013-05-23 13:34:29.0, 85.27457, 2.347817, 12.01202, 101.8003
2013-05-23 13:34:30.1, 85.45969, 2.347053, 12.01283, 101.7988
2013-05-23 13:34:31.2, 85.3428, 2.347535, 12.01355, 101.7998
2013-05-23 13:34:32.3, 85.54507, 2.346701, 12.01422, 101.8015
2013-05-23 13:34:33.4, 85.45187, 2.347085, 12.01538, 101.8035
2013-05-23 13:34:34.6, 85.59976, 2.346475, 12.01602, 101.8035
2013-05-23 13:34:35.7, 85.38461, 2.347363, 12.01662, 101.8052
2013-05-23 13:34:36.8, 85.43015, 2.347175, 12.0173, 101.8066
2013-05-23 13:34:37.9, 85.36227, 2.347455, 12.01782, 101.8079
2013-05-23 13:34:38.9, 85.41006, 2.347258, 12.01851, 101.8088
2013-05-23 13:34:40.3, 85.35153, 2.347499, 12.0193, 101.8101
2013-05-23 13:34:41.4, 85.22299, 2.34803, 12.01935, 101.8105
2013-05-23 13:34:42.5, 85.30801, 2.347679, 12.0195, 101.8098
2013-05-23 13:34:43.9, 85.20792, 2.348092, 12.0188, 101.8076
2013-05-23 13:34:44.9, 85.2825, 2.347784, 12.01868, 101.8093
2013-05-23 13:34:46.0, 85.2775, 2.347805, 12.01863, 101.8093
2013-05-23 13:34:47.5, 85.33725, 2.347558, 12.01773, 101.8125
2013-05-23 13:34:48.6, 85.26254, 2.347867, 12.01649, 101.8132
2013-05-23 13:34:49.9, 85.26297, 2.347865, 12.01508, 101.8115
2013-05-23 13:34:50.9, 85.23605, 2.347976, 12.01358, 101.8101
2013-05-23 13:34:51.9, 85.32742, 2.347599, 12.01291, 101.8123
2013-05-23 13:34:53.0, 85.34561, 2.347523, 12.01204, 101.8137
2013-05-23 13:34:54.5, 85.27164, 2.347829, 12.01115, 101.8123
2013-05-23 13:34:55.6, 85.36301, 2.347452, 12.0105, 101.8137
2013-05-23 13:34:56.7, 85.35446, 2.347487, 12.00961, 101.8132
2013-05-23 13:34:57.9, 85.3132, 2.347657, 12.00926, 101.8118
2013-05-23 13:34:59.0, 85.33456, 2.347569, 12.0096, 101.8127
2013-05-23 13:35:00.1, 85.35086, 2.347502, 12.00984, 101.8149
2013-05-23 13:35:01.5, 85.30167, 2.347705, 12.00951, 101.8159
2013-05-23 13:35:02.6, 85.18643, 2.348181, 12.00957, 101.8162
2013-05-23 13:35:03.8, 85.24551, 2.347937, 12.00925, 101.8176
2013-05-23 13:35:05.1, 85.20975, 2.348084, 12.00877, 101.8181
2013-05-23 13:35:06.2, 85.13364, 2.348399, 12.00829, 101.8184
2013-05-23 13:35:07.3, 85.17117, 2.348244, 12.00801, 101.8188
2013-05-23 13:35:08.7, 85.30057, 2.347709, 12.00772, 101.8181
2013-05-23 13:35:09.8, 85.22977, 2.348002, 12.0072, 101.8176
2013-05-23 13:35:10.9, 85.18918, 2.348169, 12.00713, 101.8181
2013-05-23 13:35:12.3, 85.23831, 2.347966, 12.00722, 101.8162
2013-05-23 13:35:13.3, 85.17996, 2.348207, 12.0074, 101.8152
2013-05-23 13:35:14.4, 85.19107, 2.348161, 12.0076, 101.8127
2013-05-23 13:35:15.8, 85.12857, 2.34842, 12.00807, 101.811
2013-05-23 13:35:16.9, 85.07968, 2.348622, 12.00844, 101.8098
2013-05-23 13:35:18.0, 85.19876, 2.34813, 12.0085, 101.8096
2013-05-23 13:35:19.4, 85.17563, 2.348225, 12.00826, 101.8091
2013-05-23 13:35:20.4, 85.20493, 2.348104, 12.00819, 101.8086
2013-05-23 13:35:21.5, 85.13034, 2.348413, 12.00803, 101.8086
2013-05-23 13:35:22.9, 85.1492, 2.348335, 12.00742, 101.8096
2013-05-23 13:35:23.9, 85.12662, 2.348428, 12.00717, 101.8101
2013-05-23 13:35:25.1, 85.01138, 2.348904, 12.00703, 101.8123
2013-05-23 13:35:26.4, 85.10336, 2.348524, 12.00677, 101.8125
2013-05-23 13:35:27.5, 85.10086, 2.348534, 12.00679, 101.8125
